Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
37.4006,126.9277722,1,0,0,0,0
37.4007,126.9278,1,0,0,0,0
37.4007,126.928,2,0,0,0,0
37.4012,126.928,1,0,0,0,0
37.4025,126.9258,0,0,0,0,2
37.4045,126.9231,1,0,0,0,0
37.4055,126.9257,0,0,0,0,1
37.409,126.9178,1,0,0,0,0
37.4091,126.9178,1,0,0,0,0
37.43,126.42,14,5,0,0,8
37.43,126.43,4,17,6,4,0
37.44,126.43,9,28,5,0,15
37.46,126.83,0,2,0,0,1
37.4632,126.844,1,1,0,0,0
37.4654,126.8388,1,1,0,1,0
37.4655,126.8335,0,1,0,0,0
37.4655,126.8385,1,0,0,0,0
37.4655,126.8389,0,1,0,0,0
37.4656,126.8332,0,1,0,0,0
37.4661,126.831,1,0,0,0,0
37.4662,126.8308,1,0,0,0,0
37.4669,126.8296,0,1,0,0,0
37.4676,126.8268,1,0,0,0,0
37.4677,126.8267,1,0,0,0,0
37.4678,126.8267,0,1,0,0,0
37.4679,126.8426,1,0,0,0,0
37.4687,126.8435,0,1,1,0,0
37.4688,126.8257,1,0,0,0,0
37.46960833,127.0381556,0,1,0,0,0
37.46961944,127.0381694,0,2,0,0,0
37.46965,127.0381694,0,1,0,0,1
37.46976389,127.0382778,0,1,0,0,0
37.46976389,127.3716111,0,1,0,0,0
37.46986389,127.0381694,0,1,0,0,0
37.46986667,127.0381694,0,1,0,0,0
37.46989722,127.0382306,0,1,0,0,0
37.47,126.79,8,15,0,0,0
37.47,126.8,8,22,0,0,0
37.47,127.04,0,1,0,0,0
37.47035556,127.0379722,1,1,0,1,0
37.47057222,127.0379556,0,1,0,0,0
37.47057778,127.0379472,0,1,0,0,0
37.47057778,127.0381694,1,1,0,0,0
37.4707,127.0379111,0,0,0,0,0
37.47075278,127.0381694,0,1,0,0,1
37.470775,127.0379111,0,0,0,0,1
37.470775,127.0381694,2,0,0,0,2
37.47077778,127.0381694,1,0,0,0,0
37.47079444,127.0379333,0,1,0,0,0
37.47079722,127.0379333,3,3,0,0,0
37.47084722,127.0379111,1,0,0,0,0
37.47084722,127.0381083,1,0,0,0,0
37.470875,127.0379028,0,1,0,0,0
37.47114444,127.037925,0,0,1,0,0
37.47125,127.0336917,1,0,0,0,0
37.47129444,127.03785,1,0,0,0,0
37.47129722,127.03785,1,1,0,0,0
37.4713,126.8241,0,1,0,0,0
37.47132222,127.0378333,0,1,0,0,0
37.47135556,127.0378278,0,0,1,0,0
37.47135833,127.0378278,0,1,1,0,0
37.47136944,127.0378194,1,0,0,0,0
37.47139722,127.0378639,1,0,0,0,0
37.4714,127.0378333,1,0,0,0,0
37.4714,127.03785,2,0,0,0,0
37.47140556,127.0378333,1,0,0,0,0
37.47141944,127.0378111,0,0,0,1,0
37.47143056,127.0376806,0,1,0,0,0
37.47143056,127.0377111,1,0,0,0,0
37.47143056,127.0378417,0,0,0,0,0
37.47143889,127.0377417,0,1,0,0,0
37.47156944,127.0379028,1,1,0,0,1
37.47157222,127.0377111,0,1,0,0,1
37.47166111,127.0378028,2,0,0,0,0
37.47179444,127.03785,1,0,0,0,0
37.47179722,127.0376806,1,0,0,0,0
37.47182778,127.0377667,0,0,0,0,0
37.47193611,127.03775,0,1,0,0,0
37.47195,127.03785,0,0,0,0,0
37.47195556,127.0378639,0,0,0,0,0
37.47203889,127.0377111,1,0,0,0,0
37.47203889,127.0378278,1,0,0,0,0
37.47205278,127.0377111,0,0,1,0,0
37.47205278,127.0377194,0,0,2,0,0
37.47215556,127.0378417,0,1,0,0,0
37.47216667,127.0377056,0,0,0,0,0
37.47217222,127.0377111,1,1,0,0,0
37.47219722,127.0376972,0,1,0,0,0
37.47220278,127.0376972,1,1,0,0,0
37.47225278,127.0376889,0,1,0,0,0
37.47225556,127.0376806,0,1,0,0,0
37.47228889,127.0377722,0,0,0,0,0
37.47228889,127.0377806,0,0,0,0,0
37.47230833,127.0377889,0,1,0,0,0
37.47231667,127.0377111,0,2,0,0,0
37.47233333,127.0378111,0,1,0,0,0
37.47245833,127.03775,1,0,0,0,0
37.47246944,127.0377722,1,0,0,0,0
37.47247778,127.0377111,0,0,0,0,1
37.47248889,127.0377111,1,0,0,0,0
37.47249722,127.03775,0,1,0,0,0
37.4725,127.0377889,1,0,0,0,0
37.47250278,127.0377972,2,0,0,0,2
37.47251111,127.0377806,1,0,0,0,1
37.47253333,127.0377889,1,0,1,0,1
37.47254167,127.0377972,0,0,1,0,0
37.47263056,127.0377722,1,0,0,0,0
37.4727,126.823,0,1,0,0,0
37.47276389,127.0376194,1,0,0,0,0
37.47278611,127.0377722,0,0,0,0,0
37.47283997,127.0377583,0,0,0,0,0
37.47288056,127.0377722,0,0,0,0,0
37.47297222,127.0375972,0,2,0,0,1
37.47306111,127.1391917,1,0,0,0,0
37.47308056,127.0376583,1,0,0,0,0
37.47308056,127.0376667,1,0,0,0,0
37.47308611,127.0377278,0,0,0,1,0
37.47309444,127.0377361,0,0,0,0,0
37.4759,126.8216,1,1,0,0,0
37.4782,126.8215,1,0,0,0,0
37.4797,126.8207,1,0,0,0,0
37.48,127.04,1,0,0,0,0
37.48,127.05,4,3,0,3,3
37.4808,126.8203,0,0,1,0,0
37.481,126.8199,0,1,0,0,0
37.481,126.82,0,2,0,0,0
37.481,126.8201,0,0,0,0,1
37.481,126.8202,0,1,0,0,0
37.4811,126.8199,0,0,0,0,1
37.4812,126.8201,0,1,0,0,0
37.4812,126.8203,0,1,0,0,0
37.4813,126.8201,0,0,1,0,0
37.4813,126.8202,0,1,0,0,0
37.4814,126.82,0,1,0,0,0
37.4815,126.8202,0,1,0,0,0
37.4824,126.8195,0,1,0,0,0
37.4824,126.8197,0,0,0,1,0
37.4825,126.8196,0,1,0,0,0
37.4825,126.8197,0,1,0,0,0
37.4825,126.8536,0,1,0,0,0
37.4828,126.8195,2,0,0,0,0
37.4831,126.8194,1,0,0,0,0
37.4848,126.9041,0,1,0,0,0
37.4849,126.9044,0,1,0,0,0
37.4849,126.9045,1,1,0,0,2
37.48505278,127.0518806,0,1,0,0,0
37.4853,126.9044,0,1,0,0,0
37.48544722,127.0529944,0,5,0,0,5
37.4857008,127.0535059,5,0,0,0,5
37.4859,126.9,0,1,0,0,0
37.4859,126.9003,0,0,0,0,1
37.4864,126.8989,1,0,0,0,0
37.48667778,127.0550167,0,7,0,0,0
37.4869777,127.0550652,0,3,0,0,0
37.4873,126.898,0,0,0,0,1
37.4878,126.9041,0,1,0,0,0
37.4882,126.8973,0,1,0,0,0
37.4884,126.897,1,1,0,0,0
37.4884,126.8972,0,2,0,0,0
37.4893,126.8965,1,0,0,0,0
37.4896,126.8964,1,0,0,0,0
37.49,126.896,1,1,0,0,0
37.49,127.05,3,0,0,0,2
37.49,127.06,6,1,2,0,3
37.49,127.07,1,0,0,0,2
37.4903,126.8962,0,1,0,0,0
37.49300001,126.87,0,3,0,0,0
37.4934066,127.1029046,3,3,0,0,0
37.4936069,127.1025569,2,2,0,0,0
37.4936376,127.1025198,2,0,0,0,0
37.4937463,127.102296,2,0,0,0,0
37.4939028,127.101978,5,0,0,0,0
37.4939952,127.1018413,4,0,0,0,0
37.494,126.87001,3,0,0,0,0
37.4940524,127.1017745,5,5,0,0,0
37.4943,126.87001,0,3,0,0,0
37.4951,126.87,0,0,0,0,4
37.496,126.87,0,0,0,0,4
37.496,126.8941,1,0,1,0,0
37.4967295,127.1044382,5,5,0,0,0
37.4971098,127.1055898,0,0,0,0,4
37.4971427,127.105689,0,0,0,0,3
37.4972366,127.1059747,4,4,0,0,0
37.4974897,127.1046927,2,0,0,0,0
37.4975369,127.106833,0,3,0,0,0
37.4977849,127.1046059,0,2,0,0,0
37.4978785,127.1059807,0,1,1,0,0
37.4980436,127.1085704,0,2,2,0,0
37.4986464,127.1107636,0,5,0,0,0
37.5,127.06,10,2,0,0,0
37.5,127.07,4,3,0,0,3
37.501,126.87111,0,0,3,0,0
37.5031,126.87113,2,3,0,0,0
37.5042,126.87213,0,5,0,0,0
37.505,126.872,1,0,2,0,0
37.505,126.8723,3,0,0,0,0
37.507,126.873,3,0,0,0,0
37.507052,127.0987742,1,0,0,0,0
37.507194,127.0997518,1,0,0,0,0
37.5074826,127.0978706,1,1,0,0,0
37.5077711,127.0979246,2,0,0,0,0
37.5082355,127.0979444,2,0,0,0,0
37.508237,127.1021769,3,3,0,0,0
37.5082716,127.0979388,1,0,0,0,0
37.50839722,127.0995167,0,7,0,0,0
37.50890278,127.1010278,0,6,0,0,0
37.50899444,127.0997306,0,3,0,0,0
37.5091437,127.0985795,0,1,0,0,0
37.5094323,127.0992445,4,4,0,0,0
37.509696,127.0997446,0,2,0,0,0
37.5097964,127.1025377,0,0,0,0,3
37.51,126.87,0,7,0,0,0
37.51,126.88,20,24,5,0,2
37.51,127.06,19,9,4,0,2
37.51,127.07,4,2,0,0,0
37.51,127.08,2,2,1,0,0
37.51,127.1,4,7,0,0,1
37.5100244,127.1006982,2,0,0,0,0
37.5101047,127.1030982,2,0,0,0,0
37.5104952,127.1029875,3,0,0,0,0
37.5115779,127.1036617,0,3,0,0,0
37.5177475,126.933945,1,2,0,0,0
37.52,126.88,0,2,0,0,0
37.52,126.93,18,3,0,0,15
37.52,127.06,2,2,0,0,0
37.52,127.09,1,0,0,0,0
37.5212,127.9158,1,0,0,0,0
37.52262,126.94148,1,0,0,0,1
37.52262,126.94153,0,0,0,0,1
37.52263,126.94154,0,0,0,0,1
37.52264,126.9415,0,1,0,0,0
37.52264,126.94155,0,1,0,0,0
37.52265,126.94155,0,0,0,0,1
37.52276,126.94131,0,1,0,0,0
37.52277,126.94133,2,1,0,0,0
37.52278,126.94128,1,1,1,0,0
37.52279,126.94128,1,0,0,0,0
37.5228,126.94128,1,0,0,0,0
37.5228,126.94129,1,1,0,0,0
37.52281,126.94128,0,1,0,0,0
37.52282,126.94122,1,0,0,0,0
37.52282,126.94124,0,1,0,0,0
37.52285,126.94118,1,0,0,0,0
37.52286,126.94122,1,0,0,0,0
37.52287,126.94115,0,0,1,0,0
37.52287,126.94116,1,0,0,0,0
37.52287,126.94117,1,0,0,0,0
37.52287,126.94121,3,0,0,0,0
37.52288,126.94122,1,1,0,0,1
37.52288,126.94123,2,0,0,0,0
37.52288,126.94124,1,0,0,0,2
37.52288,126.94125,2,0,0,0,0
37.52288,126.94126,0,0,1,0,0
37.52289,126.94125,1,0,0,0,0
37.5229,126.94117,0,1,0,0,0
37.5229,126.94124,0,1,0,0,0
37.52291,126.9413,0,0,0,0,2
37.52293,126.94116,0,0,1,0,0
37.52293,126.94122,1,0,0,0,0
37.52296,126.94107,1,0,1,0,0
37.52296,126.94113,0,1,0,0,0
37.52297,126.94107,0,0,1,0,0
37.52297,126.94112,0,1,0,0,0
37.52298,126.94106,1,0,0,0,1
37.52298,126.94116,0,1,0,0,0
37.52299,126.94106,2,0,0,0,1
37.5231,126.94086,1,1,0,0,1
37.5231,126.94087,1,1,0,0,0
37.523131,126.94086,0,0,0,0,1
37.52315,126.94083,1,0,0,0,0
37.52316,126.94092,1,0,0,0,0
37.5283,126.9322,30,23,4,0,2
37.5285,127.91,1,0,0,0,0
37.52888889,126.9330556,0,1,0,0,0
37.52888889,126.9333333,0,1,0,0,1
37.52888889,126.9336111,1,1,0,0,0
37.5292068,126.9336528,1,0,0,0,0
37.52921928,126.9169539,1,0,0,0,0
37.52923,127.06541,0,0,0,0,1
37.52927397,126.9333979,1,0,0,0,0
37.52929317,126.931538,3,1,0,0,0
37.5293,127.06539,0,1,0,0,0
37.5293,127.06546,1,0,0,0,1
37.5293,127.06551,0,0,0,0,1
37.52933,127.06541,1,0,0,0,0
37.52933,127.06544,1,0,0,0,0
37.52934,127.06542,1,0,0,0,0
37.52935,127.06536,0,1,0,0,0
37.52936,127.06536,1,0,0,0,1
37.52938,127.06539,1,0,0,0,0
37.52938,127.06542,1,0,0,0,0
37.52938,127.06544,1,0,0,0,0
37.52939,127.06539,1,0,0,0,0
37.52939,127.06542,2,0,0,0,0
37.5294,127.06532,0,0,0,0,1
37.5294,127.06534,0,1,0,0,2
37.5294,127.06535,3,0,0,0,4
37.5294,127.06538,0,1,0,0,0
37.5294,127.0654,1,0,0,0,0
37.5294,127.06541,1,0,0,0,0
37.52941,127.06535,2,0,0,0,1
37.52941,127.06536,0,1,0,0,0
37.52941,127.06537,0,1,0,0,0
37.52941,127.06539,1,0,0,0,0
37.52941,127.0654,2,0,0,0,0
37.52941,127.06541,4,0,0,0,0
37.52941,127.06544,1,0,0,0,0
37.52942,127.06539,1,0,0,0,0
37.52942,127.06541,1,0,0,0,0
37.52942,127.06542,4,0,0,0,0
37.52942,127.06544,1,0,0,0,0
37.52942,127.065441,0,0,0,0,1
37.52943,127.06533,1,0,0,0,1
37.52943,127.06535,1,0,0,0,0
37.52943,127.06536,1,0,0,0,0
37.52943,127.06537,1,0,0,0,0
37.52943,127.06538,0,0,0,0,1
37.52943,127.06541,1,1,0,0,0
37.52943,127.06543,1,0,0,0,0
37.52944,127.06533,0,0,0,0,1
37.52944,127.0654,1,0,0,0,0
37.52944,127.06543,1,0,0,0,0
37.52944,127.06544,2,0,0,0,0
37.52944444,126.9327778,1,0,0,0,0
37.52944444,126.9330556,2,0,0,0,0
37.52945,127.06533,0,0,0,0,1
37.52945,127.06537,1,0,0,0,0
37.52946,127.06534,0,0,0,0,1
37.52946,127.06536,0,0,0,0,1
37.5295,126.9097,0,1,0,0,0
37.5295576,126.9497904,1,0,0,0,0
37.5297,126.9115,0,1,0,0,0
37.52972222,126.9325,2,1,0,0,0
37.52972222,126.9327778,1,0,0,0,0
37.529727,126.928329,2,2,0,0,0
37.53,126.88,25,46,14,0,9
37.53,126.89,6,8,0,0,6
37.53,126.92,0,0,1,0,0
37.53,126.9311111,1,1,0,0,0
37.53,126.9319444,1,1,0,0,0
37.53,126.9322222,1,1,0,0,0
37.53004097,126.932297,0,0,0,0,1
37.53004108,126.9322969,1,0,0,0,0
37.53027778,126.9319444,1,1,0,0,0
37.53027778,126.932297,1,0,0,0,1
37.53041667,126.9315278,0,1,0,0,0
37.53055556,126.9305556,1,0,0,0,1
37.53055556,126.9308333,2,2,0,0,0
37.53055556,126.9311111,0,3,0,0,0
37.53083333,126.9294444,3,1,0,0,2
37.53083333,126.9302778,1,1,0,0,0
37.53083333,126.9305556,1,0,0,0,0
37.53083333,126.9308333,1,0,0,0,0
37.53083333,126.9330556,1,1,0,0,0
37.53097222,126.9294722,1,2,0,0,1
37.5310229,126.9306649,1,0,0,0,0
37.53111111,126.9294444,2,2,0,0,0
37.53111111,126.9295278,1,0,0,0,0
37.53111111,126.9295833,2,0,0,0,0
37.53111111,126.9296389,1,0,0,0,0
37.53111111,126.9297222,1,1,0,0,0
37.53111111,126.93,1,0,0,0,0
37.53111111,126.9302778,1,0,0,0,0
37.53111111,126.9330556,1,0,0,0,0
37.53113889,126.9291667,1,1,0,0,0
37.53125,126.9294444,1,0,0,0,0
37.53138889,126.9291667,1,2,0,0,1
37.53138889,126.9294444,1,1,0,0,0
37.53166667,126.9286111,0,1,0,0,0
37.53166667,126.9288889,2,1,0,0,1
37.53194444,126.9277778,2,1,0,0,0
37.53194444,126.9280556,1,0,0,0,1
37.53194444,126.9283333,1,1,0,0,0
37.53194444,126.9286111,1,1,0,0,0
37.5325,126.9263889,1,0,0,0,0
37.5348559,127.2261703,0,1,0,0,0
37.5357,126.9131,0,1,0,0,0
37.5385241,127.2233255,27,24,2,1,21
37.54,126.88,0,10,0,0,5
37.54,127.03,0,5,0,0,0
37.55,126.87,0,1,0,0,2
37.55,126.9,97,20,13,0,0
37.551871,126.899417,3,2,0,0,0
37.552,127.036,16,0,0,0,0
37.553,127.035,0,18,0,0,0
37.559798,126.889463,1,1,0,0,0
37.56,126.97,109,46,0,0,12
37.56,127.0,1,0,0,0,5
37.561301,126.886215,2,1,1,0,0
37.562706,126.899513,1,4,0,0,0
37.563056,126.894651,0,1,0,0,0
37.56896944,126.9983972,0,9,0,0,0
37.569096,126.981197,0,1,0,0,1
37.56959167,127.0012278,0,5,0,0,0
37.569644,127.008003,5,0,0,0,0
37.5696584,127.0061348,0,2,0,0,0
37.56966111,127.0022139,0,14,0,0,0
37.5697017,127.0070582,2,0,0,0,0
37.56971389,127.0069667,0,3,0,0,0
37.56980556,127.0080722,0,5,0,0,0
37.56981389,127.00805,0,7,0,0,0
37.56985556,127.0056444,6,6,0,0,0
37.57,126.832,20,5,10,10,10
37.57,127.02,0,7,0,0,2
37.57,127.029,34,0,5,0,0
37.57,127.03,11,6,0,0,0
37.57,127.031,16,0,0,0,0
37.57,127.032,17,22,0,0,0
37.57,127.033,6,0,0,0,0
37.57,127.08,2,1,1,0,0
37.57083333,126.8997222,0,1,0,0,0
37.57083333,126.9,0,1,0,0,0
37.571,127.033,1,0,0,0,0
37.571,127.034,4,0,0,0,7
37.571,127.035,7,0,0,0,0
37.571082,126.978516,1,0,0,0,0
37.571084,126.978515,1,0,0,0,0
37.571092,126.978523,0,1,0,0,0
37.571192,126.978535,0,1,0,0,0
37.571201,126.978524,0,1,0,0,0
37.571315,126.978532,0,0,0,0,1
37.571317,126.978534,0,0,0,0,1
37.571319,126.978531,0,0,0,0,1
37.57133,126.978513,0,0,0,0,1
37.571333,126.978511,0,0,0,0,1
37.57136,126.978526,0,0,0,0,1
37.571361,126.978523,0,0,0,0,1
37.571363,126.978525,0,0,0,0,1
37.57137,126.978501,0,1,0,0,0
37.57137,126.978509,0,0,0,0,1
37.571375,126.978506,0,1,0,0,0
37.57138889,126.9,1,0,0,0,0
37.57194444,126.9,1,0,0,0,0
37.57222222,126.9219444,0,0,0,0,1
37.572374,126.868147,5,22,4,6,8
37.57277778,126.9,1,0,0,0,0
37.57277778,126.9002778,1,0,0,0,0
37.57277778,126.9227778,0,1,0,0,0
37.573064,126.900271,0,10,2,0,1
37.573166,126.886968,0,5,1,0,0
37.57361111,126.9238889,1,0,0,0,0
37.57388889,126.9002778,0,1,0,0,0
37.57416667,126.9005556,1,0,0,0,0
37.57444444,126.9255556,1,0,0,0,0
37.57472222,126.915,0,1,0,0,0
37.575,126.9255556,1,1,0,0,0
37.57527778,126.9013889,1,1,0,0,1
37.57583333,126.9019444,1,0,0,0,0
